business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,violation_id,violation_description,risk_category
"5804","JUNIPERO SERRA ELEMENTARY SCHOOL","625 HOLLY PARK Cir","94110","37.736683","-122.421132","(37.736683, -122.421132)","14155695685","5804_20160919","9/19/16","100","","",""
"4519","HSS 121 CAFE","1600 HOLLOWAY Ave","94132","37.720851","-122.477084","(37.720851, -122.477084)","14155374525","4519_20170922","9/22/17","96","4519_20170922_103120","Moderate risk food holding temperature","Moderate Risk"
"741","MOZZARELLA DI BUFALA PIZZERIA II","069 WEST PORTAL Ave","94127","37.740052","-122.466544","(37.740052, -122.466544)","14155668900","741_20160610","6/10/16","83","741_20160610_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"3317","Pane e Vino Trattoria","1715 UNION St","94123","37.798063","-122.427637","(37.798063, -122.427637)","14155442111","3317_20160906","9/6/16","93","3317_20160906_103105","Improper cooling methods","High Risk"
"5825","GUADALUPE ELEMENTARY SCHOOL","859 PRAGUE St","94112","37.710464","-122.434202","(37.710464, -122.434202)","14155464718","5825_20160908","9/8/16","100","","",""
"63897","Bob's Donuts and Pastries","1621 Polk St","94109","37.791914","-122.420984","(37.791914, -122.420984)","14155773141","63897_20170919","9/19/17","94","63897_20170919_103142","Unclean nonfood contact surfaces","Low Risk"
"5843","HOOVER MIDDLE SCHOOL","2290 14th Ave","94116","37.745374","-122.470308","(37.745374, -122.470308)","14155752783","5843_20160412","4/12/16","86","5843_20160412_103129","Insufficient hot water or running water","Moderate Risk"
"2032","QUEEN ANNE HOTEL","1590 SUTTER St","94109","37.786988","-122.426464","(37.786988, -122.426464)","14155442828","2032_20180705","7/5/18","87","2032_20180705_103109","Unclean or unsanitary food contact surfaces","High Risk"
"71380","Curry Up Now","659 Valencia St","94110","37.762265","-122.421586","(37.762265, -122.421586)","14155827000","71380_20180516","5/16/18","94","71380_20180516_103133","Foods not protected from contamination","Moderate Risk"
"645","TAN-TAN","1825 POST St #223","94115","37.785274","-122.431918","(37.785274, -122.431918)","14155346260","645_20180829","8/29/18","94","645_20180829_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"69368","Onigilly","343 Kearny St","94108","37.791149","-122.404171","(37.791149, -122.404171)","14155674706","69368_20170922","9/22/17","92","69368_20170922_103116","Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk"
"1486","STARBUCKS COFFEE","675 PORTOLA Dr","94127","37.744736","-122.452666","(37.744736, -122.452666)","14155689477","1486_20170913","9/13/17","98","1486_20170913_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"5856","Sanchez School","325 Sanchez St","94114","37.76395","-122.430767","(37.76395, -122.430767)","14155246380","5856_20160906","9/6/16","96","5856_20160906_103120","Moderate risk food holding temperature","Moderate Risk"
"5818","MISSION ED. CENTER ELEMENTARY","1670 NOE St","94131","37.742294","-122.43104","(37.742294, -122.43104)","14155695313","5818_20180522","5/22/18","100","","",""
"69237","SPRESSA","51 Cambon Dr","94132","37.718254","-122.474427","(37.718254, -122.474427)","14155231520","69237_20160816","8/16/16","100","","",""
"253","Ann's Donut Coffee Shop","4488 Mission St","94112","37.725949","-122.433906","(37.725949, -122.433906)","14155331761","253_20160622","6/22/16","94","253_20160622_103133","Foods not protected from contamination","Moderate Risk"
"7491","AUTO CITY Food Mart","505 So. Van Ness Ave","94110","37.764773","-122.417416","(37.764773, -122.417416)","14155866347","7491_20180712","7/12/18","100","","",""
"3868","BARNEY'S","4138 24th St","94114","37.751268","-122.434992","(37.751268, -122.434992)","14155287770","3868_20170711","7/11/17","87","3868_20170711_103105","Improper cooling methods","High Risk"
"3895","Cable Car Restaurant","1040 Columbus Ave","94133","37.803984","-122.415453","(37.803984, -122.415453)","14155744455","3895_20170824","8/24/17","76","3895_20170824_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"5839","ALICE FONG YU ELEMENTARY SCHOOL","1541 12th Ave","94122","37.759386","-122.469292","(37.759386, -122.469292)","14155752764","5839_20160909","9/9/16","100","","",""
"63413","Mymy","1500 California St","94109","37.790798","-122.419214","(37.790798, -122.419214)","14155807466","63413_20160701","7/1/16","87","63413_20160701_103102","Unclean hands or improper use of gloves","High Risk"
"1154","SUNFLOWER RESTAURANT","506 Valencia St","94103","37.764678","-122.421905","(37.764678, -122.421905)","14155625023","1154_20160912","9/12/16","76","1154_20160912_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"5837","MCKINLEY ELEMENTARY SCHOOL","1025 14th St","94114","37.767231","-122.436377","(37.767231, -122.436377)","14155246300","5837_20180418","4/18/18","100","","",""
"403","HAAGEN-DAZS #561","865 MARKET St","94103","37.784317","-122.407563","(37.784317, -122.407563)","14155891550","403_20170925","9/25/17","88","403_20170925_103139","Improper food storage","Low Risk"
"7087","VALENCIA FARMER'S MARKET","1299 VALENCIA St","94110","37.752162","-122.420585","(37.752162, -122.420585)","14155286863","7087_20170817","8/17/17","90","7087_20170817_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"5912","ARGONNE ALTERNATIVE ELEMENTARY SCHO","680 18th Ave","94118","37.775155","-122.476785","(37.775155, -122.476785)","14155758460","5912_20160516","5/16/16","100","","",""
"4789","WHITCOMB  HOTEL- EMPLOYEES / BSMT CAFETERIA","1231 MARKET St","94103","37.778357","-122.415182","(37.778357, -122.415182)","14155628000","4789_20160630","6/30/16","88","4789_20160630_103120","Moderate risk food holding temperature","Moderate Risk"
"7747","SAFEWAY STORE #964","4950 Mission St","94112","37.71954","-122.438775","(37.71954, -122.438775)","14155587200","7747_20160609","6/9/16","81","7747_20160609_103103","High risk food holding temperature","High Risk"
"1700","Raintree Cafe","118 West Portal Ave","94127","37.739413","-122.46744","(37.739413, -122.46744)","14155249000","1700_20180222","2/22/18","93","1700_20180222_103103","High risk food holding temperature","High Risk"
"3630","MAD DOG IN THE FOG","530 HAIGHT St","94117","37.772097","-122.430814","(37.772097, -122.430814)","14155627279","3630_20160630","6/30/16","90","3630_20160630_103158","Unpermitted food facility","Low Risk"
"63079","G. L. Alfieri, LLC","1 Ferry Building","94111","37.795225","-122.39377","(37.795225, -122.39377)","14159533448","63079_20170707","7/7/17","100","","",""
"5950","LICK-WILMERDING HIGH SCHOOL","755 OCEAN Ave","94112","37.722933","-122.448971","(37.722933, -122.448971)","14155334021","5950_20160831","8/31/16","92","5950_20160831_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"3678","ROUND TABLE PIZZA","737 PORTOLA Dr","94127","37.744168","-122.453479","(37.744168, -122.453479)","14155689595","3678_20170920","9/20/17","94","3678_20170920_103131","Moderate risk vermin infestation","Moderate Risk"
"3095","Whitcomb Hotel Bar & Grill","1231 MARKET St","94103","37.778357","-122.415182","(37.778357, -122.415182)","14155628000","3095_20160630","6/30/16","85","3095_20160630_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"6030","Woolf House Senior Center","801 Howard St . #413","94103","37.783037","-122.402952","(37.783037, -122.402952)","14155677603","6030_20160701","7/1/16","94","6030_20160701_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"5858","DREW ELEMENTARY SCHOOL","50 POMONA Ave","94124","37.731736","-122.393522","(37.731736, -122.393522)","14155331526","5858_20170908","9/8/17","100","","",""
"4828","SAY CHEESE","856 COLE St","94117","37.766017","-122.449976","(37.766017, -122.449976)","14155665020","4828_20160718","7/18/16","98","4828_20160718_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"7575","SUPER MIRA","1790 SUTTER St","94115","37.786568","-122.429754","(37.786568, -122.429754)","14155926529","7575_20180718","7/18/18","90","7575_20180718_103125","Noncompliance with shell fish tags or display","Moderate Risk"
"36208","Silver Cafe","4300 MISSION St","94112","37.728582","-122.431482","(37.728582, -122.431482)","14155583237","36208_20160513","5/13/16","84","36208_20160513_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"1635","KEZAR PUB","770 Stanyan St","94117","37.767828","-122.453227","(37.767828, -122.453227)","14155389292","1635_20171215","12/15/17","91","1635_20171215_103114","High risk vermin infestation","High Risk"
"2483","CAFE UNION","1830 UNION St","94123","37.797878","-122.429504","(37.797878, -122.429504)","14155674119","2483_20160907","9/7/16","96","2483_20160907_103120","Moderate risk food holding temperature","Moderate Risk"
"5605","CALIF PACIFIC MEDICAL CTR - CART","2333 BUCHANAN St","94115","37.791426","-122.431039","(37.791426, -122.431039)","14155923221","5605_20170721","7/21/17","98","5605_20170721_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"65057","The Brixton","2140 UNION St","94123","37.797238","-122.434533","(37.797238, -122.434533)","14155401114","65057_20170705","7/5/17","80","65057_20170705_103109","Unclean or unsanitary food contact surfaces","High Risk"
"1262","NORTH BEACH PIZZA","800 STANYAN St","94117","37.767286","-122.453075","(37.767286, -122.453075)","14155752300","1262_20171215","12/15/17","90","1262_20171215_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"6025","KIMOCHI INC","1840 SUTTER St 208","94115","37.786428","-122.430883","(37.786428, -122.430883)","14155932294","6025_20180613","6/13/18","90","6025_20180613_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"7764","YASUKOCHI'S SWEET SHOP","1790 SUTTER St","94115","37.78659","-122.429815","(37.78659, -122.429815)","14155938165","7764_20180718","7/18/18","90","7764_20180718_103129","Insufficient hot water or running water","Moderate Risk"
"68467","Yong Fong Co.","612 Clement St","94118","37.782939","-122.465631","(37.782939, -122.465631)","14155835617","68467_20160603","6/3/16","98","68467_20160603_103161","Low risk vermin infestation","Low Risk"
"14005","Yuyu Sushi","1559 A Sloat St","94132","37.733901","-122.490726","(37.733901, -122.490726)","14155666477","14005_20160513","5/13/16","92","14005_20160513_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"18800","7-Mission Restaurant","150 07th St","94103","37.778547","-122.41013","(37.778547, -122.41013)","14155863298","18800_20160913","9/13/16","81","18800_20160913_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"65824","Sugarhill Kitchen","1449 LOMBARD St","94123","37.801173","-122.425467","(37.801173, -122.425467)","14155292368","65824_20160915","9/15/16","96","65824_20160915_103145","Improper storage of equipment utensils or linens","Low Risk"
"5898","MONROE ELEMENTARY SCHOOL","260 MADRID St","94112","37.725199","-122.430106","(37.725199, -122.430106)","14155464736","5898_20170927","9/27/17","100","","",""
"1243","JAVA SUPREME","0703 GUERRERO St","94110","37.759934","-122.423553","(37.759934, -122.423553)","14155201832","1243_20180522","5/22/18","94","1243_20180522_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"2132","B & M MEI SING RESTAURANT","62 02nd St","94105","37.788453","-122.400466","(37.788453, -122.400466)","14155772888","2132_20170928","9/28/17","85","2132_20170928_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"5810","DENMAN MIDDLE SCHOOL","241 ONEIDA St","94112","37.721825","-122.442876","(37.721825, -122.442876)","14155464535","5810_20160909","9/9/16","92","5810_20160909_103120","Moderate risk food holding temperature","Moderate Risk"
"2893","FOREIGN CINEMA","2534 MISSION St","94110","37.756417","-122.418884","(37.756417, -122.418884)","14155417600","2893_20170919","9/19/17","86","2893_20170919_103125","Noncompliance with shell fish tags or display","Moderate Risk"
"25167","Glaze Donuts","4499 Mission St A","94112","37.726402","-122.433476","(37.726402, -122.433476)","14155331144","25167_20160622","6/22/16","92","25167_20160622_103120","Moderate risk food holding temperature","Moderate Risk"
"1081","ARINELL PIZZA","509 VALENCIA St","94110","37.764744","-122.421803","(37.764744, -122.421803)","14155251303","1081_20160919","9/19/16","96","1081_20160919_103120","Moderate risk food holding temperature","Moderate Risk"
"69172","Victoria Pastry Co.","700 Filbert St","94133","37.8012","-122.411191","(37.8012, -122.411191)","14155981655","69172_20180824","8/24/18","96","69172_20180824_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"251","BEANERY INC.","602 Irving St","94122","37.764148","-122.464391","(37.764148, -122.464391)","14155661090","251_20160616","6/16/16","96","251_20160616_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"305","PACIFIC CATCH","2027 CHESTNUT St","94123","37.800763","-122.436536","(37.800763, -122.436536)","14155441950","305_20160518","5/18/16","87","305_20160518_103103","High risk food holding temperature","High Risk"
"1294","ANCHOR OYSTER BAR INC.","579 Castro St","94114","37.759613","-122.434817","(37.759613, -122.434817)","14155433990","1294_20160727","7/27/16","93","1294_20160727_103103","High risk food holding temperature","High Risk"
"68511","Gioia Pizzeria","2238 Polk St","94109","37.797424","-122.421991","(37.797424, -122.421991)","14150227844","68511_20180216","2/16/18","92","68511_20180216_103131","Moderate risk vermin infestation","Moderate Risk"
"3260","KENTUCKY FRIED CHICKEN","2040 OCEAN Ave","94127","37.726337","-122.465031","(37.726337, -122.465031)","14155580566","3260_20160930","9/30/16","96","3260_20160930_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"6564","HWA LEI MARKET","2970 A 16th St","94103","37.774722","-122.406761","(37.774722, -122.406761)","14155861618","6564_20170908","9/8/17","77","6564_20170908_103114","High risk vermin infestation","High Risk"
"59872","KAMEKYO","943 COLE St","94117","37.765164","-122.449874","(37.765164, -122.449874)","14155758428","59872_20160720","7/20/16","96","59872_20160720_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"5817","LAKESHORE ELEMENTARY SCHOOL","220 MIDDLEFIELD Dr","94132","37.730637","-122.4861","(37.730637, -122.4861)","14155752825","5817_20160830","8/30/16","87","5817_20160830_103109","Unclean or unsanitary food contact surfaces","High Risk"
"5820","GLEN PARK ELEMENTARY SCHOOL","151 LIPPARD Ave","94122","37.73322","-122.435998","(37.73322, -122.435998)","14155464713","5820_20160902","9/2/16","88","5820_20160902_103120","Moderate risk food holding temperature","Moderate Risk"
"3343","PERRYS","1944 UNION St","94123","37.797648","-122.431274","(37.797648, -122.431274)","14155929022","3343_20160907","9/7/16","96","3343_20160907_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"35882","Peet's Coffee and Tea","555 09th St Ste B5","94103","37.774722","-122.406761","(37.774722, -122.406761)","14155693115","35882_20170828","8/28/17","96","35882_20170828_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"320","NAPOLI PIZZA RESTAURANT","1045 POLK St","94109","37.786545","-122.419894","(37.786545, -122.419894)","14155882222","320_20160920","9/20/16","68","320_20160920_103109","Unclean or unsanitary food contact surfaces","High Risk"
"63651","SFDH - Employee Cafeteria","450 Powell St Basement","94102","37.788918","-122.408507","(37.788918, -122.408507)","14155397755","63651_20160502","5/2/16","100","","",""
"5156","McDONALD'S","302 POTRERO Ave","94110","37.765507","-122.407565","(37.765507, -122.407565)","14155863295","5156_20180430","4/30/18","94","5156_20180430_103161","Low risk vermin infestation","Low Risk"
"62445","Bistro 10 UN","10 United Nations Plaza, 6th Floor  6th Floor","94102","37.780435","-122.413496","(37.780435, -122.413496)","14155274001","62445_20180724","7/24/18","98","62445_20180724_103158","Unpermitted food facility","Low Risk"
"5786","UNION STREET INN","2229 UNION St","94123","37.796977","-122.435968","(37.796977, -122.435968)","14155340424","5786_20171003","10/3/17","94","5786_20171003_103161","Low risk vermin infestation","Low Risk"
"64938","Xpress Market","498 O'Farrell St","94102","37.785861","-122.412954","(37.785861, -122.412954)","14155923063","64938_20180227","2/27/18","79","64938_20180227_103118","Employee eating or smoking","Moderate Risk"
"5855","SOTA (SCHOOL OF THE ARTS)","555 Portola Dr","94131","37.745674","-122.45085","(37.745674, -122.45085)","14155695700","5855_20170428","4/28/17","90","5855_20170428_103129","Insufficient hot water or running water","Moderate Risk"
"4849","FAMILY MARKET","198 BROAD St","94112","37.713219","-122.458851","(37.713219, -122.458851)","14155582458","4849_20160331","3/31/16","84","4849_20160331_103110","Unapproved food source","High Risk"
"3477","CHOW","215 Church St","94114","37.767183","-122.428866","(37.767183, -122.428866)","14155552469","3477_20170829","8/29/17","80","3477_20170829_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"71286","21 Taste House","1109 Ocean Ave","94112","37.723461","-122.454226","(37.723461, -122.454226)","14155932233","71286_20160831","8/31/16","90","71286_20160831_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"2980","PUERTO ALEGRE","546 Valencia St","94110","37.764148","-122.421855","(37.764148, -122.421855)","14155258201","2980_20160509","5/9/16","89","2980_20160509_103107","Improper reheating of food","High Risk"
"619","A-1 BAKERY","1727 OCEAN Ave","94112","37.724824","-122.460726","(37.724824, -122.460726)","14155586923","619_20170929","9/29/17","90","619_20170929_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"1724","CAFE MUMS","1800 SUTTER St","94115","37.786498","-122.430283","(37.786498, -122.430283)","14155936986","1724_20180507","5/7/18","77","1724_20180507_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"70516","Shabu House","2608 Ocean Ave","94132","37.731746","-122.473318","(37.731746, -122.473318)","14155588800","70516_20160825","8/25/16","92","70516_20160825_103148","No thermometers or uncalibrated thermometers","Low Risk"
"1595","Zazie","941 COLE St","94117","37.765343","-122.449914","(37.765343, -122.449914)","14155565332","1595_20160720","7/20/16","94","1595_20160720_103116","Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk"
"10332","Harvest Urban Market","191 08th St","94103","37.776384","-122.411684","(37.776384, -122.411684)","14155620805","10332_20160726","7/26/16","77","10332_20160726_103150","Improper or defective plumbing","Low Risk"
"59574","Pan Lido Salvadoreno","3147 22nd St","94110","37.755479","-122.417583","(37.755479, -122.417583)","14155283350","59574_20160909","9/9/16","98","59574_20160909_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"1075","SANDWICH PLACE, THE","2029 MISSION St","94110","37.764384","-122.419566","(37.764384, -122.419566)","14155433811","1075_20170726","7/26/17","87","1075_20170726_103116","Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk"
"4850","COOL GUYS","845 Holloway Ave","94112","37.721794","-122.461991","(37.721794, -122.461991)","14155451404","4850_20170826","8/26/17","98","4850_20170826_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"2620","Bambino's Ristorante","945 Cole St","94117","37.765174","-122.449884","(37.765174, -122.449884)","14155731343","2620_20171214","12/14/17","96","2620_20171214_103136","Unsanitary employee garments hair or nails","Low Risk"
"2406","THEP-PHANON RESTAURANT","400 WALLER St","94117","37.77124","-122.430299","(37.77124, -122.430299)","14155432526","2406_20180301","3/1/18","85","2406_20180301_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"2743","NOAH'S NEW YORK BAGELS #2147","2300 16 th St","94103","37.765708","-122.409002","(37.765708, -122.409002)","14155862802","2743_20180531","5/31/18","90","2743_20180531_103132","Improper thawing methods","Moderate Risk"
"63893","Marina Sushi Bar","2020 LOMBARD St","94123","37.800028","-122.434864","(37.800028, -122.434864)","14155332767","63893_20160920","9/20/16","90","63893_20160920_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"5894","SAN FRANCISCO COMMUNITY ELEM.SCHOOL","125 EXCELSIOR Ave","94112","37.725657","-122.432348","(37.725657, -122.432348)","14155464739","5894_20170927","9/27/17","100","","",""
"33467","California Pizza Kitchen, Inc.","53 03rd St","94103","37.78678","-122.402535","(37.78678, -122.402535)","14150345000","33467_20170320","3/20/17","90","33467_20170320_103120","Moderate risk food holding temperature","Moderate Risk"
"2455","MUDDY WATERS","521 VALENCIA St","94110","37.764484","-122.421815","(37.764484, -122.421815)","14155868006","2455_20160919","9/19/16","96","2455_20160919_103124","Inadequately cleaned or sanitized food contact surfaces","Moderate Risk"
"1949","PLUTO'S","627 IRVING St","94122","37.764083","-122.46471","(37.764083, -122.46471)","14155758867","1949_20160826","8/26/16","94","1949_20160826_103144","Unapproved or unmaintained equipment or utensils","Low Risk"
"62060","Cozy Cable Car Cafe","519 Powell St","94108","37.789521","-122.408736","(37.789521, -122.408736)","14155983097","62060_20160523","5/23/16","96","62060_20160523_103120","Moderate risk food holding temperature","Moderate Risk"
"37792","Auntie Anne's Pretzels","845 Market St Space 201","94103","37.784848","-122.406892","(37.784848, -122.406892)","14155371098","37792_20160705","7/5/16","96","37792_20160705_103142","Unclean nonfood contact surfaces","Low Risk"
"7479","RJ's Market","1425 Sansome St","94111","37.803634","-122.403285","(37.803634, -122.403285)","14155397160","7479_20180601","6/1/18","93","7479_20180601_103105","Improper cooling methods","High Risk"
"3948","Mel's Drive-In","833 MISSION St","94103","37.78355","-122.405356","(37.78355, -122.405356)","14155220793","3948_20180308","3/8/18","92","3948_20180308_103120","Moderate risk food holding temperature","Moderate Risk"
"151","BUS STOP PIZZA #1","256 Divisadero St","94117","37.771487","-122.437047","(37.771487, -122.437047)","14155629119","151_20160726","7/26/16","92","151_20160726_103129","Insufficient hot water or running water","Moderate Risk"
"6021","POTRERO HILL NEIGHBORHOOD House","953 De Haro St","94107","37.758134","-122.400926","(37.758134, -122.400926)","14155828080","6021_20180228","2/28/18","100","","",""
"6032","FRANCIS OF ASSISI SENIOR MEALS PROG","145 Guerrero St","94103","37.768904","-122.424466","(37.768904, -122.424466)","14155865790","6032_20160912","9/12/16","96","6032_20160912_103133","Foods not protected from contamination","Moderate Risk"
"5859","BURTON HIGH SCHOOL","400 MANSELL St","94134","37.720656","-122.405108","(37.720656, -122.405108)","14155464570","5859_20170927","9/27/17","94","5859_20170927_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"2326","IRMA'S PAMPANGA RESTAURANT","2901 16th St","94103","37.765123","-122.417919","(37.765123, -122.417919)","14155626688","2326_20180411","4/11/18","74","2326_20180411_103131","Moderate risk vermin infestation","Moderate Risk"
"37090","Basil Canteen","1489 FOLSOM St","94103","37.772008","-122.413803","(37.772008, -122.413803)","14155553963","37090_20170629","6/29/17","71","37090_20170629_103133","Foods not protected from contamination","Moderate Risk"
"3394","The Keystone","68 04th St","94103","37.784915","-122.404832","(37.784915, -122.404832)","14155984400","3394_20180423","4/23/18","89","3394_20180423_103114","High risk vermin infestation","High Risk"
"4716","MICHAELIS WINE & SPIRITS","2198 UNION St","94123","37.797138","-122.435334","(37.797138, -122.435334)","14155925700","4716_20170925","9/25/17","88","4716_20170925_103161","Low risk vermin infestation","Low Risk"
"63503","Mason Street Deli and Market","39 MASON","94102","37.784094","-122.409274","(37.784094, -122.409274)","14155624312","63503_20170929","9/29/17","88","63503_20170929_103138","Improper storage use or identification of toxic substances","Low Risk"
"2689","THE BLUE PLATE","3218 MISSION St","94110","37.745158","-122.420217","(37.745158, -122.420217)","14155286777","2689_20180518","5/18/18","91","2689_20180518_103139","Improper food storage","Low Risk"
"2973","KOH SAMUI & THE MONKEY","415 BRANNAN St","94107","37.779777","-122.394673","(37.779777, -122.394673)","14155579885","2973_20170815","8/15/17","90","2973_20170815_103131","Moderate risk vermin infestation","Moderate Risk"
"2749","TAQUERIA CANCUN","3211 MISSION St","94110","37.745433","-122.419945","(37.745433, -122.419945)","14155551414","2749_20160609","6/9/16","89","2749_20160609_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"3870","LA ALTENA","3346 MISSION St","94110","37.743206","-122.421546","(37.743206, -122.421546)","14155648415","3870_20170717","7/17/17","87","3870_20170717_103114","High risk vermin infestation","High Risk"
"70838","Trattoria Da Vittorio","150 WEST PORTAL Ave","94127","37.739223","-122.46766","(37.739223, -122.46766)","14150507976","70838_20160610","6/10/16","88","70838_20160610_103147","Inadequate ventilation or lighting","Low Risk"
"3631","NOC NOC","557 HAIGHT St","94117","37.771964","-122.431336","(37.771964, -122.431336)","14155865811","3631_20160615","6/15/16","94","3631_20160615_103129","Insufficient hot water or running water","Moderate Risk"
"67552","Namu Gaji","499 Dolores St","94110","37.761554","-122.425956","(37.761554, -122.425956)","14155436268","67552_20180510","5/10/18","89","67552_20180510_103105","Improper cooling methods","High Risk"
"379","GIANT SCOOP","2708 SAN BRUNO Ave","94134","37.727468","-122.403582","(37.727468, -122.403582)","14155465051","379_20160610","6/10/16","74","379_20160610_103102","Unclean hands or improper use of gloves","High Risk"
"28206","Westfield Food Court Scullery","845 Market St Scullery (LL)","94103","37.784679","-122.407061","(37.784679, -122.407061)","14155516776","28206_20160720","7/20/16","72","28206_20160720_103116","Inadequate food safety knowledge or lack of certified food safety manager","Moderate Risk"
"63406","Baker Street Bistro","2953 BAKER St","94123","37.798172","-122.445962","(37.798172, -122.445962)","14155931475","63406_20160705","7/5/16","91","63406_20160705_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"3256","Connection, The","5740 MISSION St","94112","37.709737","-122.45007","(37.709737, -122.45007)","14155336172","3256_20161005","10/5/16","87","3256_20161005_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"61953","Allstars Donuts & Burgers","290 GOLDEN GATE Ave","94102","37.781697","-122.415334","(37.781697, -122.415334)","14155905399","61953_20160609","6/9/16","92","61953_20160609_103131","Moderate risk vermin infestation","Moderate Risk"
"71287","Glaze Teriyaki","1946 FILLMORE St","94115","37.787778","-122.433557","(37.787778, -122.433557)","14155779878","71287_20160912","9/12/16","82","71287_20160912_103109","Unclean or unsanitary food contact surfaces","High Risk"
"35340","Cornerstone Academy","501 Cambridge St","94134","37.724683","-122.41765","(37.724683, -122.41765)","14155585183","35340_20170906","9/6/17","98","35340_20170906_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"1926","LINCOLN PARK BAR AND GRILL","300 34th Ave","94121","37.782971","-122.496324","(37.782971, -122.496324)","14155222254","1926_20180919","9/19/18","92","1926_20180919_103152","Unclean unmaintained or improperly constructed toilet facilities","Low Risk"
"5959","ST. JOHN'S SNACK BAR","925 CHENERY St","94131","37.735264","-122.437679","(37.735264, -122.437679)","14155586144","5959_20160920","9/20/16","100","","",""
"1296","TAQUERIA EL BUEN SABOR","699 VALENCIA St","94112","37.761743","-122.421492","(37.761743, -122.421492)","14155588745","1296_20160927","9/27/16","88","1296_20160927_103120","Moderate risk food holding temperature","Moderate Risk"
"2692","TYGER'S","2798 DIAMOND St","94131","37.734579","-122.4339","(37.734579, -122.4339)","14155234064","2692_20160330","3/30/16","86","2692_20160330_103149","Wiping cloths not clean or properly stored or inadequate sanitizer","Low Risk"
"35199","Pho #1","2571 SAN BRUNO Ave","94134","37.729254","-122.40426","(37.729254, -122.40426)","14155339289","35199_20160610","6/10/16","88","35199_20160610_103154","Unclean or degraded floors walls or ceilings","Low Risk"
"62775","Lombard Shell","1800 LOMBARD St","94123","37.800468","-122.431434","(37.800468, -122.431434)","14155348063","62775_20170913","9/13/17","98","62775_20170913_103156","Permit license or inspection report not posted","Low Risk"
"3280","HARRY'S BAR","2020 FILLMORE St","94115","37.788307","-122.433667","(37.788307, -122.433667)","14155921000","3280_20160913","9/13/16","88","3280_20160913_103119","Inadequate and inaccessible handwashing facilities","Moderate Risk"
"7214","SUN FAT SEAFOOD","2687 MISSION St","94110","37.754094","-122.418586","(37.754094, -122.418586)","14155289339","7214_20180726","7/26/18","87","7214_20180726_103142","Unclean nonfood contact surfaces","Low Risk"
"591","YOU SEE SUSHI","94 JUDAH St","94122","37.762378","-122.462692","(37.762378, -122.462692)","14155684010","591_20160615","6/15/16","83","591_20160615_103120","Moderate risk food holding temperature","Moderate Risk"
"69475","La Corneta, Inc","2834 Diamond St","94131","37.734012","-122.434072","(37.734012, -122.434072)","14155468757","69475_20160817","8/17/16","94","69475_20160817_103120","Moderate risk food holding temperature","Moderate Risk"
"3309","ALBORZ","1245 VAN NESS Ave","94109","37.787375","-122.421844","(37.787375, -122.421844)","14155444321","3309_20180815","8/15/18","81","3309_20180815_103109","Unclean or unsanitary food contact surfaces","High Risk"
